passage_id,deal_id,document_id,accession_number,document_type,document_family,source_url,heading,block_start,block_end,char_start,char_end,text,model_text,token_count,screen_terms,content_sha256,duplicate_group_id,occurrence_count
passage_8b5ef75354ae837c,3939905020,supp_e28fecde52a19db4,,official_company_announcement,official_announcement,https://www.glia.com/news/glia-acquires-finn-ai,,34,34,5958,7468,"establishing a “Conversational AI Center of Excellence.” The strong presence in Canada aligns with Glia’s global expansion strategy. The Finn AI leadership team will assume leadership positions within Glia to further develop AI automation and virtual assistant solutions for the Glia DCS platform. About Finn AI Founded in 2014, Finn AI is the leading AI-powered virtual assistant platform for banks and credit unions. Finn AI’s turnkey virtual assistant makes banking easier and more convenient for customers while delivering the operational efficiencies and cost savings of conversational AI. Finn AI has partnered with major FIs including ATB Financial, BECU, United Federal Credit Union, EQ Bank, Civista Bank, Truist Momentum and more. For more information, visit http://www.finn.ai . ‍ About Glia Glia is reinventing how businesses support their customers in a digital world. Glia's Digital Customer Service (DCS) solution enriches web and mobile experiences with digital communication choices, on-screen collaboration, and AI-enabled assistance. Glia has partnered with over 300 banks, credit unions, insurance companies and other financial institutions worldwide to improve the customer experience and drive business results. Named both a Deloitte Technology Fast 500TM company and a Great Place to Work (with a 97% employee satisfaction rating) for a second year in a row, Glia continues to achieve broad industry recognition and customer service thought leadership including publishing the definitive",establishing a conversational ai center of excellence the strong presence in canada aligns with glia's global expansion strategy the finn ai leadership team will assume leadership positions within glia to further develop ai automation and virtual assistant solutions for the glia dcs platform about finn ai founded in numbertoken finn ai is the leading ai-powered virtual assistant platform for banks and credit unions finn ai's turnkey virtual assistant makes banking easier and more convenient for customers while delivering the operational efficiencies and cost savings of conversational ai finn ai has partnered with major fis including atb financial becu united federal credit union eq bank civista bank truist momentum and more for more information visit urltoken about glia glia is reinventing how businesses support their customers in a digital world glia's digital customer service dcs solution enriches web and mobile experiences with digital communication choices on-screen collaboration and ai-enabled assistance glia has partnered with over numbertoken banks credit unions insurance companies and other financial institutions worldwide to improve the customer experience and drive business results named both a deloitte technology fast 500tm company and a great place to work with a numbertoken employee satisfaction rating for a second year in a row glia continues to achieve broad industry recognition and customer service thought leadership including publishing the definitive,220,employee; union,8b5ef75354ae837ca13e2fd38d20086c795388a09a13995096af4b0eb400e06a,duplicate_8b5ef75354ae837c,1
passage_949618066d7a7221,3767523020,supp_1850451931a95a19,,official_company_announcement,official_announcement,https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2021/zebra-technologies-to-acquire-fetch-robotics.html,,1958,1958,66765,66866,Zebra Technologies Introduces Five Rugged Mobile Computers to Increase Front-Line Worker Productivity,zebra technologies introduces five rugged mobile computers to increase front-line worker productivity,12,worker,949618066d7a72212c0f7475877d11580d8ca0de43253082d55087dc65fc9f97,duplicate_949618066d7a7221,1
passage_98e566a20b2a9e14,3201487020,supp_afd5f3e53a041df6,,official_company_announcement,official_announcement,https://www.smartsheet.com/content-center/news/smartsheet-announces-converseai-natural-language-automation-acquisition,,130,130,7666,7839,"Headquartered in Bellevue, Washington, Smartsheet has more than 760 employees in its Bellevue and Boston offices as of January 2018. To learn more, visit www.Smartsheet.com.",headquartered in bellevue washington smartsheet has more than numbertoken employees in its bellevue and boston offices as of january numbertoken to learn more visit www smartsheet com,27,employees,98e566a20b2a9e14f35352ec9815a30704fb3dad2f689b9ca2a00cf5ec6be124,duplicate_98e566a20b2a9e14,1
passage_a003b89be13ba97b,3701621020,supp_de9d737d2dd430ac,,official_company_announcement,official_announcement,https://www.algolia.com/blog/algolia/i-co-founded-the-ai-company-that-joined-algolia,,270,270,5101,5720,"On October 21st, 2020, just as my MorphL co-founder Alexandra and I were getting ready to sign a term sheet from an investor, I was looking at our product registrations in HubSpot, and noticed that both the CTO and the VP of Engineering of Algolia signed up for our product on the same day. This, of course, raised a few questions in my head, so I opted for a direct approach: I emailed to welcome them to the product personally, and offered a demo. In our first conversation, Julien and Sylvain were both candid about their interest in joining forces, and we wasted no time in exploring product, value, and market fit.",on october 21st numbertoken just as my morphl co-founder alexandra and i were getting ready to sign a term sheet from an investor i was looking at our product registrations in hubspot and noticed that both the cto and the vp of engineering of algolia signed up for our product on the same day this of course raised a few questions in my head so i opted for a direct approach i emailed to welcome them to the product personally and offered a demo in our first conversation julien and sylvain were both candid about their interest in joining forces and we wasted no time in exploring product value and market fit,112,founder,a003b89be13ba97b043ad009a21743e3ecabd35bb9da0f4c9947bf8cb8128d14,duplicate_a003b89be13ba97b,1
passage_a0f9acef0fdc5332,3767523020,supp_1850451931a95a19,,official_company_announcement,official_announcement,https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2021/zebra-technologies-to-acquire-fetch-robotics.html,,947,947,33370,33458,Zebra Named Leader in 2024 Nucleus Research Workforce Management Technology Value Matrix,zebra named leader in numbertoken nucleus research workforce management technology value matrix,12,workforce,a0f9acef0fdc533260a1ddb3c761aedaf266373fd1f11f780e176ba963112934,duplicate_a0f9acef0fdc5332,1
passage_a25496ff66f1efd7,3767523020,supp_1850451931a95a19,,official_company_announcement,official_announcement,https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2021/zebra-technologies-to-acquire-fetch-robotics.html,,1244,1244,43633,43720,"Britain’s Warehouse and Retail Workers Say Technology Makes Jobs Easier, More Enjoyable",britain's warehouse and retail workers say technology makes jobs easier more enjoyable,12,workers,a25496ff66f1efd7d951cb77765e26f3681934bd3d6bea24beb005073bf0b70f,duplicate_a25496ff66f1efd7,1
passage_a6761b7d152f05b0,3257183040,supp_2d6e94103484791d,,official_company_press_release_distributor,official_announcement,https://www.prnewswire.com/news-releases/leanplum-acquires-connecto-a-conversational-marketing-company-300668664.html,,273,273,6293,6306,Labor & Union,labor union,2,labor; union,a6761b7d152f05b05897335febcfa93df51fc1c600d7b11bd4b9832e19338c14,duplicate_a6761b7d152f05b0,1
passage_a97eade5682dd512,3701621020,supp_de9d737d2dd430ac,,official_company_announcement,official_announcement,https://www.algolia.com/blog/algolia/i-co-founded-the-ai-company-that-joined-algolia,,273,273,5957,6642,"MorphL is the third company my co-founder Alexandra Anghel and I started together. We share an entrepreneurial spirit that had us founding a web dev agency in college. While we successfully grew it into a 15-people company, we also both yearned for creating a product. In 2010, our first startup was selected by a tech accelerator in Copenhagen, and while it wasn’t a full-blown success, it provided many gotchas and lessons that led us to founding MorphL in 2017. In September 2018, we got a free grant from the European Data Incubator and started developing MorphL SaaS, pivoting from media publishing to ecommerce, and being selected to the 2019 Techstars Montréal AI Accelerator ..",morphl is the third company my co-founder alexandra anghel and i started together we share an entrepreneurial spirit that had us founding a web dev agency in college while we successfully grew it into a numbertoken -people company we also both yearned for creating a product in numbertoken our first startup was selected by a tech accelerator in copenhagen and while it wasn't a full-blown success it provided many gotchas and lessons that led us to founding morphl in numbertoken in september numbertoken we got a free grant from the european data incubator and started developing morphl saas pivoting from media publishing to ecommerce and being selected to the numbertoken techstars montréal ai accelerator,113,founder,a97eade5682dd5129b8a82ef1c23d1fb47c516b2f54bee4b968f3f3070efe312,duplicate_a97eade5682dd512,1
passage_af3870e143af9088,3984774040,supp_27bba806dccbb131,,primary_sec_filing,official_announcement,https://www.sec.gov/Archives/edgar/data/1745317/000119312522281315/d413040d425.htm,,29,29,1773,1978,"Thank you, operator. Good afternoon, everyone, and thank you for joining us. With me on the call today are Dr. Ted Tewksbury, Velodyne’s Chief Executive Officer; and Mark Weinswig, Chief Financial Officer.",thank you operator good afternoon everyone and thank you for joining us with me on the call today are dr ted tewksbury velodyne's chief executive officer and mark weinswig chief financial officer,32,executive officer,af3870e143af9088ab8e7bac74f3cd4f811cad6a25eeab70b6f0c5172f54b5b1,duplicate_af3870e143af9088,1
passage_b5d837129601c64c,3767523020,supp_1850451931a95a19,,official_company_announcement,official_announcement,https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2021/zebra-technologies-to-acquire-fetch-robotics.html,,788,788,27869,27953,70% of Frontline Workers Report Rising Concerns with Injuries on the Warehouse Floor,numbertoken of frontline workers report rising concerns with injuries on the warehouse floor,13,workers,b5d837129601c64c9666ad6a7d2673054eae65a0c9f104ca15d2d707dc61a91b,duplicate_b5d837129601c64c,1
passage_b61a12d56792d283,3767523020,supp_1850451931a95a19,,official_company_announcement,official_announcement,https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2021/zebra-technologies-to-acquire-fetch-robotics.html,,1268,1268,44456,44546,Shoe Sensation Improves Store Execution and Labor Scheduling with Zebra Software Solutions,shoe sensation improves store execution and labor scheduling with zebra software solutions,12,labor,b61a12d56792d283b7fe96167ad86df1acd23fdbd6f6b69bd5c44af6b98b330a,duplicate_b61a12d56792d283,1
passage_b7c15ff824bee49e,3701621020,supp_f27a205c0a017de2,,official_company_press_release_distributor,official_announcement,https://www.globenewswire.com/news-release/2021/01/26/2164201/0/en/Algolia-Acquires-MorphL-Launches-AI-Powered-Predictive-Experiences-and-Personalization.html,,57,57,3899,4320,"Ciprian Borodescu, Chief Executive Officer, MorphL, added: “Many companies are trying to make it easier to use AI, but few are making it as simple as MorphL. Indeed, our mission has always been to democratize AI and to empower developers and marketers, who wish to enhance their digital offerings with a simple ‘plug and play’ building block interface for building their intent-based, omnichannel sites and applications.”",ciprian borodescu chief executive officer morphl added many companies are trying to make it easier to use ai but few are making it as simple as morphl indeed our mission has always been to democratize ai and to empower developers and marketers who wish to enhance their digital offerings with a simple plug and play' building block interface for building their intent-based omnichannel sites and applications,66,executive officer,b7c15ff824bee49ea2c3cd646d31df22b0933c8c4fc993c14c3e5b4d2ab730fe,duplicate_b7c15ff824bee49e,1
passage_bc22833d2d7672e5,3767523020,supp_1850451931a95a19,,official_company_announcement,official_announcement,https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2021/zebra-technologies-to-acquire-fetch-robotics.html,,1784,1784,61308,61393,Maverik Selects Zebra and Reflexis to Streamline Store Execution and Labor Scheduling,maverik selects zebra and reflexis to streamline store execution and labor scheduling,12,labor,bc22833d2d7672e50b445c15996392cacc729eead58d6d42150ab3a1aeeb1d23,duplicate_bc22833d2d7672e5,1
passage_bcbca2530b3bb203,3078525020,supp_327ff1ecfdd9a623,,official_company_announcement,official_announcement,https://blog.google/innovation-and-ai/infrastructure-and-cloud/google-cloud/100-announcements-google-cloud-next-17/,,248,248,23250,24738,"switched its entire platform to GCP from AWS. GCP offers Oden the ability to reliably scale while keeping costs low, perform under heavy loads and consistently delivers sophisticated features including machine learning and data analytics. 65. Planet - Planet migrated to GCP in February, looking to accelerate their workloads and leverage Google Cloud for several key advantages: price stability and predictability, custom instances, first-class Kubernetes support, and Machine Learning technology. Planet also announced the beta release of their Explorer platform. 66. Schlumberger - Schlumberger is making a critical investment in the cloud, turning to GCP to enable high-performance computing, remote visualization and development velocity. GCP is helping Schlumberger deliver innovative products and services to its customers by using HPC to scale data processing, workflow and advanced algorithms. 67. The Home Depot - The Home Depot collaborated with GCP’s Customer Reliability Engineering team to migrate HomeDepot.com to the cloud in time for Black Friday and Cyber Monday. Moving to GCP has allowed the company to better manage huge traffic spikes at peak shopping times throughout the year. 68. Verizon - Verizon is deploying G Suite to more than 150,000 of its employees, allowing for collaboration and flexibility in the workplace while maintaining security and compliance standards. Verizon and Google Cloud have been working together for more than a year to bring simple and",switched its entire platform to gcp from aws gcp offers oden the ability to reliably scale while keeping costs low perform under heavy loads and consistently delivers sophisticated features including machine learning and data analytics numbertoken planet - planet migrated to gcp in february looking to accelerate their workloads and leverage google cloud for several key advantages price stability and predictability custom instances first-class kubernetes support and machine learning technology planet also announced the beta release of their explorer platform numbertoken schlumberger - schlumberger is making a critical investment in the cloud turning to gcp to enable high-performance computing remote visualization and development velocity gcp is helping schlumberger deliver innovative products and services to its customers by using hpc to scale data processing workflow and advanced algorithms numbertoken the home depot - the home depot collaborated with gcp's customer reliability engineering team to migrate homedepot com to the cloud in time for black friday and cyber monday moving to gcp has allowed the company to better manage huge traffic spikes at peak shopping times throughout the year numbertoken verizon - verizon is deploying g suite to more than numbertoken of its employees allowing for collaboration and flexibility in the workplace while maintaining security and compliance standards verizon and google cloud have been working together for more than a year to bring simple and,220,employees,bcbca2530b3bb20385c7d4c2c8a9b807c3b0b1e45b2d5eeea79ca18cdfb02b41,duplicate_bcbca2530b3bb203,1
passage_be8908cba27a3da5,3767523020,supp_1850451931a95a19,,official_company_announcement,official_announcement,https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2021/zebra-technologies-to-acquire-fetch-robotics.html,,1973,1973,67225,67338,Scottish & Southern Electricity Networks (SSEN) Improves Front-Line Workers’ Productivity with Zebra Technologies,scottish southern electricity networks ssen improves front-line workers' productivity with zebra technologies,12,workers,be8908cba27a3da58533097e661eceeeb98873faa70dc9a1f7b040ddaf106aa8,duplicate_be8908cba27a3da5,1
passage_bf00662c0390942e,3767523020,supp_1850451931a95a19,,official_company_announcement,official_announcement,https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2021/zebra-technologies-to-acquire-fetch-robotics.html,,1865,1865,63821,63903,"Zebra Study: Real-Time Data Access is Critical for Energy, Utilities Field Workers",zebra study real-time data access is critical for energy utilities field workers,12,workers,bf00662c0390942e27c5d62b3d2be9afc952923e67405c110eaa4248c4c92512,duplicate_bf00662c0390942e,1
passage_bf1c5581dc674300,3201487020,supp_afd5f3e53a041df6,,official_company_announcement,official_announcement,https://www.smartsheet.com/content-center/news/smartsheet-announces-converseai-natural-language-automation-acquisition,,124,124,5265,5734,"“As we started to engage with Smartsheet, we saw an exciting opportunity to bring the capabilities of Converse.AI to Smartsheet’s global customer base. Smartsheet’s entrepreneurial culture and approach to enabling accessible workflow automation in the enterprise is very much aligned with our own vision. Together we form a complementary platform that is reflective of how businesses want to extract value from technology,” said Tony Lucas, Converse.AI founder and CEO.",as we started to engage with smartsheet we saw an exciting opportunity to bring the capabilities of converse ai to smartsheet's global customer base smartsheet's entrepreneurial culture and approach to enabling accessible workflow automation in the enterprise is very much aligned with our own vision together we form a complementary platform that is reflective of how businesses want to extract value from technology said tony lucas converse ai founder and ceo,71,founder,bf1c5581dc67430022568824718dddc6d6d96e3a887a4b3edc456bb6c3d788b7,duplicate_bf1c5581dc674300,1
passage_c0d85fc860dd084f,3984774040,supp_27bba806dccbb131,,primary_sec_filing,official_announcement,https://www.sec.gov/Archives/edgar/data/1745317/000119312522281315/d413040d425.htm,,134,134,27415,28260,"I talked about the eve auto Service in the prepared remarks. And basically, just to elaborate a little bit more on that, this is an automated conveyance service. So these are small electric vehicles that are being rolled out by this joint development between Yamaha Motor and Tier IV. And these will navigate factories autonomously, both indoor and outdoor. And lidar is essential in these kinds of applications to provide the safety in these kinds of warehouse environments and factories where you’re going to have these automated electric vehicles, autonomous vehicles co-working with human workers. And so obviously, safety is a paramount importance there. And then the eve auto service also layers on top of that, fleet management services, mapping services and so forth. So we think that’s going to be a very good growth opportunity for us.",i talked about the eve auto service in the prepared remarks and basically just to elaborate a little bit more on that this is an automated conveyance service so these are small electric vehicles that are being rolled out by this joint development between yamaha motor and tier iv and these will navigate factories autonomously both indoor and outdoor and lidar is essential in these kinds of applications to provide the safety in these kinds of warehouse environments and factories where you're going to have these automated electric vehicles autonomous vehicles co-working with human workers and so obviously safety is a paramount importance there and then the eve auto service also layers on top of that fleet management services mapping services and so forth so we think that's going to be a very good growth opportunity for us,138,workers,c0d85fc860dd084ff2c36fad09bc441f578ea6eaedec4d0bec055486b944cd9f,duplicate_c0d85fc860dd084f,1
passage_c303eacb37876ebf,3078525020,supp_327ff1ecfdd9a623,,official_company_announcement,official_announcement,https://blog.google/innovation-and-ai/infrastructure-and-cloud/google-cloud/100-announcements-google-cloud-next-17/,,243,243,17875,19222,"In the past year, we’ve launched 300+ features and updates for G Suite and this week we announced our next generation of collaboration and communication tools. 45. Team Drives (GA for G Suite Business, Education and Enterprise customers) - Team Drives help teams simply and securely manage permissions, ownership and file access for an organization within Google Drive. 46. Drive File Stream (EAP) - Drive File Stream is a way to quickly stream files directly from the cloud to your computer With Drive File Steam, company data can be accessed directly from your laptop, even if you don’t have much space on your hard drive. 47. Google Vault for Drive (GA for G Suite Business, Education and Enterprise customers ) - Google Vault for Drive now gives admins the governance controls they need to manage and secure all of their files, including employee Drives and Team Drives. Google Vault for Drive also lets admins set retention policies that automatically keep what’s needed and delete what’s not. 48. Quick Access in Team Drives (GA) - powered by Google’s machine intelligence, Quick Access helps to surface the right information for employees at the right time within Google Drive. Quick Access now works with Team Drives on iOS and Android devices, and is coming soon to the web. 49. Hangouts Meet (GA to existing customers) - Hangouts Meet is",in the past year we've launched numbertoken features and updates for g suite and this week we announced our next generation of collaboration and communication tools numbertoken team drives ga for g suite business education and enterprise customers - team drives help teams simply and securely manage permissions ownership and file access for an organization within google drive numbertoken drive file stream eap - drive file stream is a way to quickly stream files directly from the cloud to your computer with drive file steam company data can be accessed directly from your laptop even if you don't have much space on your hard drive numbertoken google vault for drive ga for g suite business education and enterprise customers - google vault for drive now gives admins the governance controls they need to manage and secure all of their files including employee drives and team drives google vault for drive also lets admins set retention policies that automatically keep what's needed and delete what's not numbertoken quick access in team drives ga - powered by google's machine intelligence quick access helps to surface the right information for employees at the right time within google drive quick access now works with team drives on ios and android devices and is coming soon to the web numbertoken hangouts meet ga to existing customers - hangouts meet is,220,employee; employees; retention,c303eacb37876ebffffc3f019d19da41e92e9eb4e74d6ddd5d906596d9755664,duplicate_c303eacb37876ebf,1
passage_c8093868dd42eab8,3769973020,supp_51c55fd18a22cc50,,official_company_announcement,official_announcement,https://www.fortinet.com/blog/business-and-technology/fortinet-acquires-application-security-innovator-skenai-to-accelerate-devsecops,,38,38,5276,5452,"Sken.ai’s former Founder and CEO, Sundar Krish, has joined Fortinet as the General Manager of DevSecOps to accelerate the Fortinet vision of providing modern AppSec for DevOps.",sken ai's former founder and ceo sundar krish has joined fortinet as the general manager of devsecops to accelerate the fortinet vision of providing modern appsec for devops,28,founder,c8093868dd42eab823fc3368d65ac6ca35d7a377ab6a6490e62f4257400b4b40,duplicate_c8093868dd42eab8,1
passage_c88b268c4ea1b722,3984774040,supp_27bba806dccbb131,,primary_sec_filing,official_announcement,https://www.sec.gov/Archives/edgar/data/1745317/000119312522281315/d413040d425.htm,,194,194,43602,45092,"transaction may not be completed in a timely manner or at all, which may adversely affect Ouster’s and Velodyne’s businesses and the price of their respective securities; (ii) uncertainties as to the timing of the consummation of the proposed transaction and the potential failure to satisfy the conditions to the consummation of the proposed transaction, including obtaining stockholder and regulatory approvals; (iii) the proposed transaction may involve unexpected costs, liabilities or delays; (iv) the effect of the announcement, pendency or completion of the proposed transaction on the ability of Ouster or Velodyne to retain and hire key personnel and maintain relationships with customers, suppliers and others with whom Ouster or Velodyne does business, or on Ouster’s or Velodyne’s operating results and business generally; (v) Ouster’s or Velodyne’s respective businesses may suffer as a result of uncertainty surrounding the proposed transaction and disruption of management’s attention due to the proposed transaction; (vi) the outcome of any legal proceedings related to the proposed transaction or otherwise, or the impact of the proposed transaction thereupon; (vii) Ouster or Velodyne may be adversely affected by other economic, business, and/or competitive factors; (viii) the occurrence of any event, change or other circumstances that could give rise to the termination of the merger agreement and the proposed transaction; (ix) restrictions during the pendency of the",transaction may not be completed in a timely manner or at all which may adversely affect ouster's and velodyne's businesses and the price of their respective securities ii uncertainties as to the timing of the consummation of the proposed transaction and the potential failure to satisfy the conditions to the consummation of the proposed transaction including obtaining stockholder and regulatory approvals iii the proposed transaction may involve unexpected costs liabilities or delays iv the effect of the announcement pendency or completion of the proposed transaction on the ability of ouster or velodyne to retain and hire key personnel and maintain relationships with customers suppliers and others with whom ouster or velodyne does business or on ouster's or velodyne's operating results and business generally v ouster's or velodyne's respective businesses may suffer as a result of uncertainty surrounding the proposed transaction and disruption of management's attention due to the proposed transaction vi the outcome of any legal proceedings related to the proposed transaction or otherwise or the impact of the proposed transaction thereupon vii ouster or velodyne may be adversely affected by other economic business and or competitive factors viii the occurrence of any event change or other circumstances that could give rise to the termination of the merger agreement and the proposed transaction ix restrictions during the pendency of the,220,personnel; retain,c88b268c4ea1b722fb5b9f1b856fe3f99b58d1ad1d69bd773730a115cbd479d0,duplicate_c88b268c4ea1b722,1
passage_ca105f56c1a47a59,3767523020,supp_1850451931a95a19,,official_company_announcement,official_announcement,https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2021/zebra-technologies-to-acquire-fetch-robotics.html,,172,172,4713,4852,Empower your field workers with purpose-driven mobile technology solutions to help them capture and share critical data in any environment.,empower your field workers with purpose-driven mobile technology solutions to help them capture and share critical data in any environment,20,workers,ca105f56c1a47a5942f5f472f59d1f2ace73c58b76dca50175c3c123545f977d,duplicate_ca105f56c1a47a59,1
passage_cbb32f754ce6eda1,3769973020,supp_51c55fd18a22cc50,,official_company_announcement,official_announcement,https://www.fortinet.com/blog/business-and-technology/fortinet-acquires-application-security-innovator-skenai-to-accelerate-devsecops,,32,32,3145,3399,"Sken.ai is a DevOps-first AppSec product, offering continuous AppSec Testing. DevOps personnel can use this product, even without AppSec expertise. Just by adding two lines of code, Sken.ai can seamlessly integrates with all major DevOps CI/CD platforms.",sken ai is a devops-first appsec product offering continuous appsec testing devops personnel can use this product even without appsec expertise just by adding two lines of code sken ai can seamlessly integrates with all major devops ci cd platforms,40,personnel,cbb32f754ce6eda1589ab3b9a6ac59a3fbac98cd96b51c54e7659d5de85c75fc,duplicate_cbb32f754ce6eda1,1
passage_d012fd8139a07603,3623364020,supp_483684a4076e1a42,,official_company_announcement,official_announcement,https://365retailmarkets.com/blog/365-retail-markets-acquires-stockwell,,24,24,592,689,Strengthen your food offering and meet the expectations of your employees dining wants and needs.,strengthen your food offering and meet the expectations of your employees dining wants and needs,15,employees,d012fd8139a076032645183f0ddfc76620b66a50bd3c9cbf10921f4f54039f98,duplicate_d012fd8139a07603,1
passage_d2af94049325cd2e,3767523020,supp_1850451931a95a19,,official_company_announcement,official_announcement,https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2021/zebra-technologies-to-acquire-fetch-robotics.html,,1367,1367,47832,47929,Eight in 10 Warehouse Associates Say Positive Workplace Changes are Happening Amid Labor Shortage,eight in numbertoken warehouse associates say positive workplace changes are happening amid labor shortage,14,labor,d2af94049325cd2e519b489b7539bae2a6ecd0a3975a47fb0b0db2c10402107b,duplicate_d2af94049325cd2e,1
passage_d4582714563ad8fe,3939905020,supp_e28fecde52a19db4,,official_company_announcement,official_announcement,https://www.glia.com/news/glia-acquires-finn-ai,,39,39,8025,9603,"Hear from Glia customers based on 50+ reviews “Glia gets what we say... when we talk about improving the member and employee experiences, takes our feedback to heart, and strives to make our CX dreams a reality."" DIGITAL EXPERIENCE MANAGER, MID-MARKET Alyxandra L. “Glia provides an industry leading product suite... ...and they are super easy to work with."" VERIFIED USER IN BANKING, MID-MARKET Verified User in Banking “From the kickoff meeting to testing through go live... Glia's team provided the best project management experience."" FINANCIAL SERVICES CUSTOMER, MID-MARKET Verified User in Financial Services “Glia allows us to connect with our customers where they are. Have always had a great experience working with various Glia team members."" BANKING CUSTOMER, MID-MARKET Verified User in Banking Industries Banks Credit Unions Solutions Contact Center Reimagined Online Banking Support Virtual Branch Loan Growth Deposit Growth & Retention Payments/Collections Growth Overflow & Afterhours Support Core/OLB Conversions M&A Support IT Helpdesk Products Glia AI Glia Banker Glia CoPilot Glia Analyst Glia Voice Automate Inquiries Grow Loans & Assets Empower Your Team Unlock Insights Glia Digital AI Self-Service High-Touch Interactions Next-Gen Messaging Platform Intelligent Reporting & Insights Security & Compliance The Glia Difference Partners & Integrations Customers Services & Support Community Programs Catalyst Awards Customer Stories Resources Blog Webinars & Events Videos Industry Awards Newsroom Case Studies Company About Glia Careers Priceless PricingTM",hear from glia customers based on numbertoken reviews glia gets what we say when we talk about improving the member and employee experiences takes our feedback to heart and strives to make our cx dreams a reality digital experience manager mid-market alyxandra l glia provides an industry leading product suite and they are super easy to work with verified user in banking mid-market verified user in banking from the kickoff meeting to testing through go live glia's team provided the best project management experience financial services customer mid-market verified user in financial services glia allows us to connect with our customers where they are have always had a great experience working with various glia team members banking customer mid-market verified user in banking industries banks credit unions solutions contact center reimagined online banking support virtual branch loan growth deposit growth retention payments collections growth overflow afterhours support core olb conversions m a support it helpdesk products glia ai glia banker glia copilot glia analyst glia voice automate inquiries grow loans assets empower your team unlock insights glia digital ai self-service high-touch interactions next-gen messaging platform intelligent reporting insights security compliance the glia difference partners integrations customers services support community programs catalyst awards customer stories resources blog webinars events videos industry awards newsroom case studies company about glia careers priceless pricingtm,220,employee; retention,d4582714563ad8feef7b7eeee2ab86002fbc5bb3637a783bb0ccd142f3bacec0,duplicate_d4582714563ad8fe,1
passage_dd89ff8e103e9095,3767523020,supp_1850451931a95a19,,official_company_announcement,official_announcement,https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2021/zebra-technologies-to-acquire-fetch-robotics.html,,1397,1397,48893,48980,Forza Cash Logistics Increases Field Worker Productivity by 20% with Zebra Technologies,forza cash logistics increases field worker productivity by numbertoken with zebra technologies,12,worker,dd89ff8e103e90954f5b7371be24725e0ed5033f0ce52df68d9df754ba11fd9c,duplicate_dd89ff8e103e9095,1
passage_e0d0eee4d84fc076,3701621020,supp_f27a205c0a017de2,,official_company_press_release_distributor,official_announcement,https://www.globenewswire.com/news-release/2021/01/26/2164201/0/en/Algolia-Acquires-MorphL-Launches-AI-Powered-Predictive-Experiences-and-Personalization.html,,53,53,2428,2841,"Bernadette Nixon, Chief Executive Officer, Algolia, said: “I am thrilled to welcome MorphL to the Algolia family. It’s an exciting time — brands are looking to create meaningful connections with people, and that requires understanding intent in the moment, personalized navigation, search, and recommendations or offers. Sounds easy enough, but ask most Chief Digital Officers or heads of eCommerce and it’s not.”",bernadette nixon chief executive officer algolia said i am thrilled to welcome morphl to the algolia family it's an exciting time brands are looking to create meaningful connections with people and that requires understanding intent in the moment personalized navigation search and recommendations or offers sounds easy enough but ask most chief digital officers or heads of ecommerce and it's not,61,executive officer,e0d0eee4d84fc07649a5390074d04cb90140ce7cce2a9b45e5b5dc1999868607,duplicate_e0d0eee4d84fc076,1
passage_e1be5c3842829237,3984774040,supp_27bba806dccbb131,,primary_sec_filing,official_announcement,https://www.sec.gov/Archives/edgar/data/1745317/000119312522281315/d413040d425.htm,,28,28,1713,1772,Jordan M. Darrow - Darrow Associates Inc. - Founder and CEO,jordan m darrow - darrow associates inc - founder and ceo,9,founder,e1be5c38428292375cd6c962ba676098c504b2c312d607a0f4bc53fb02a20c92,duplicate_e1be5c3842829237,1
passage_e3bfc3677ae905eb,3727571020,supp_f56ffb1c8870a6f6,,official_company_press_release_distributor,official_announcement,https://www.globenewswire.com/news-release/2021/04/08/2206486/0/en/appharvest-acquires-agricultural-robotics-and-artificial-intelligence-company-root-ai-to-increase-efficiency.html,,52,52,2335,3076,"“Farming as we’ve known it is broken because of the increasing number of variables such as extreme weather, droughts, fire and contamination by animals that make our food system unreliable. Indoor farming solves for many of those challenges, and the data gathered can exponentially deliver more insights that help us predict and control crop quality and yield,” said AppHarvest Founder & CEO Jonathan Webb. “One of the key challenges in agriculture is accurately predicting yield. Many downstream decisions from work scheduling to transportation to retail planning are based on that. Any deviation between projection and actual yield can result in fire drills for numerous functions to adjust for the change, and AI can help solve for that.”",farming as we've known it is broken because of the increasing number of variables such as extreme weather droughts fire and contamination by animals that make our food system unreliable indoor farming solves for many of those challenges and the data gathered can exponentially deliver more insights that help us predict and control crop quality and yield said appharvest founder ceo jonathan webb one of the key challenges in agriculture is accurately predicting yield many downstream decisions from work scheduling to transportation to retail planning are based on that any deviation between projection and actual yield can result in fire drills for numerous functions to adjust for the change and ai can help solve for that,116,founder,e3bfc3677ae905ebcb42f46f64f9552d6549716cdfce56bef335b106ff9d6c15,duplicate_e3bfc3677ae905eb,1
